question,title,QType,Q_1,Q_2,Q_3,Q_4,Q_5,Answers
A repository a rendszer viselkedését és felépítését leíró koncepcionális terv.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A repository nem a rendszer viselkedését és felépítését leíró koncepcionális terv.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A részkocka-kiválasztás (dice) műveletével az eredeti hiperkocka dimenzióit csak a kiválasztott értékek mentén vizsgáljuk.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A ROLAP rendszerek olyan OLAP-rendszerek, amelyekben az elemzésekhez és előrejelzésekhez nagy számú véletlen (random) esetet generálnak.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"A SAP Business Suite egy kis-és középvállalatokat célzó, alacsony komplexitású vállalatirányítási megoldás.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"A skálázhatóság a rendszer azon tulajdonsága, hogy a rendszer teljesítménye a rendelkezésre álló erőforrások változtatásával milyen módon változtatható a rendszer újratervezése nélkül",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A SOA egy olyan rendszerépítési stílus, amelynek célja a szoros csatolás megvalósítása az együttműködő szoftvermodulok között.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"A SOA nem egy olyan rendszerépítési stílus, amelynek célja a szoros csatolás megvalósítása az együttműködő szoftvermodulok között.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A szervetezetek kialakultasat befolyasolo tagi jellemzok: tartossag, újdonsagtartalom.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"A szervezet alapveto struktúralis jellemzoi koze tartozik a technokratikus jellemzo, melybe beletartoznak a: szabalyok, szabalyzatok, eljarasok, tervek, programok, menetrendek, koltsegkeretek, penzugyi tervek, elszamolo arak",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A szervezet alapvető strukturális jellemzői közül a TECHNOKRATIKUS eszkötök a koordinációs eszközök közé tartoznak.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A szigetszerű alkalmazások a vállalati információs rendszerek területén az olyan vállalatirányítási rendszereket jelölik, amelyek nem rendelkeznek EDI (Electronic Data Interchange) komponenssel.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"A szigetszerű alkalmazások a vállalati információs rendszerek területén az olyan vállalatirányítási rendszereket jelölnek, amelyek nem rendelkeznek EDI (Electronic Data Interchange) komponenssel.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"A szigetszerű alkalmazások a vállalati információs rendszerek területén nem az olyan vállalatirányítási rendszereket jelölik, amelyek rendelkeznek EDI (Electronic Data Interchange) komponenssel.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A szolgalat út biztositja, hogy az utasitasok lefele minden egyseget elerjenek.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A szöveg adatfajtával a feldolgozási módjuk szerint szöveg feldolgozási célra használhatók.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A szöveges információk zajszűrésére nem lehet hasznos a szótáralapú módszer.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A szöveges információs zajszűrésére hasznos lehet a szótáralapú módszer.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A tartalmi adatszabály matematikai szabály.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Átfúrás (drill across) műveletnél az OLAP-kocka felépítéséhez használt operatív adatokhoz tudunk hozzáfűzni, amelyek már nem az OLAP rendszertől, hanem maguktól a tranzakciós adatbázisokból érkeznek.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A tranzakció feldolgozó rendszerek részei az információs rendszereknek.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A tudásmenedzsment rendszerek a vállalatirányítási rendszerek egyik típusának tekinthetők.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
a tudásmenedzsment rendszerek az ERP-rendszerek egyik típusának tekinthetőek,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A tudásmenedzsment rendszerek nem tekinthetőek a vállalatirányítási rendszerek egyik típusának.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A vállalati alkalmazásintegráció a hatékonyan együttműködő és karbantartható alkalmazásrendszer kialakításával foglalkozó szakterület.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A vállalati alkalmazásintegráció az adatintegritás megfelelőségéért felel,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A vállalati alkalmazásintegráció nem a hatékonyan együttműködő és karbantartható alkalmazásrendszer kialakításával foglalkozó szakterület.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"a vállalati alkalmazások között megvalósított integráció jellemzői eltérnek aszerint, hogy azt melyik rétegben végzik el",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A vállalati dobozos szoftvertermékek minden esetben jól integrálhatók a többi vállalati rendszerek.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A vállalati dobozos szoftvertermékek nem minden esetben integrálhatók jól a többi vállalati rendszerrel.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A vállalati felhőszolgáltatások elutasításának egyik fő oka a magas kezdeti befektetés,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A vállalati információs rendszerek esetében a hagyományos vastagkliens megoldások használata nem csak előnnyel rendelkezik a vékonykliens megoldásokkal szemben.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A vállalati információs rendszerek esetében a hagyományos vastagkliens megoldások használata szinte csak előnnyel rendelkezik a vékonykliens megoldásokkal szemben.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"a vállalati információs rendszerek esetében a vékonykliens megoldások használata számos előnnyel rendelkezik, a hagyományos vastagkliens megoldásokkal szemben",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A vállalati információs rendszerek leggyakrabban kliens-szerver architektúrára épülnek,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A vállalati okoskliens alkalmazások kizárólag natív okostelefonos alkalmazások formájában valósíthatóak meg.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A vállalatirányítási rendszerek bimoduláris felépítésűek.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
a vállalatirányítási rendszerek moduláris felépítésűek,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A vállalatok által használt üzleti alkalmazások nem érhetők el felhőszolgáltatásként, csak a nem üzletiek.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A vállalatok az operatív működést képező feladatok kiszolgálása tipikusan döntéstámogató rendszereket alkalmaznak.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A vállalatok az operatív működést képező feladatok kiszolgálása tipikusan nem tranzakciófeldolgozó rendszereket alkalmaznak.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A vállalatok az operatív működést képező feladatok kiszolgálása tipikusan tranzakciófeldolgozó rendszereket alkalmaznak.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A vallalat szempontjabol informacionak szamit minden bizonytalansagot csokkento új ismeret.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
A vastagkliens megoldásokra épülő vállalati információs rendszerek eseteként a folyamatos kapcsolat nélkül működés lehetőségét kínálják.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A vékonykliens megoldásokra épülő vállalati információs rendszerek a helyi erőforrásokat csekélyebb mértékben használják ki, mint a vastagkliensre épülők.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"A vékonykliens megoldásokra épülő vállalati információs rendszerek a helyi erőforrásokat jelentősebb mértékben használják ki, mint a vastagkliensre épülők.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"A vékonykliens megoldásokra épülő vállalati információs rendszereknek nehézkesebb a telepítése, mint a vastagkliensre épülőknek",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
A web 2.0 webes felületen keresztül elérhető ERP-rendszereket jelöli.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
AWS a Google nyilvános számításfelhő-szolgáltatása.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
az ABAP Workbench egy Microsoft NAV fejlesztésű platform (SAP),VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az adatbányászat fő célja az analitikai modellalkotás.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az adatbányászat különböző adatbázisokban végzett önálló tudásfeltárást takar, amely korábban nem ismert, váratlan, nem triviálisan előállítható infomrációk megszerzésére irányul.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az adatbányászatnak nem fő célja az analitikai modellalkotás.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
az adatbányász programok időigényének egy jelentős részét az adatelőkészítés lépés teszi ki,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az adatintegráció lényege a különböző forrásokból származó adatok egy helyre csoportosítása és azonos interfészen keresztül való hozzáférhetővé tétele.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az adatintegráció során az adatingeritást érjük el.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az adatintegráció során nem az adatinegritást érjük el.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az adat lényegében az információk jelentése, vagyis az információk értelmezése valamilyen (például egyéni, vállalati vagy szervezeti) tudás kontextusában.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az adatminőség adatonként adható meg, és csak egy adott célra való alkalmasságot jelent.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az adatminőség jellemzői közé tartozik a tartalom, a pontosság, és az időszerűség is.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az adatminőség probléma összefüggésekből eredő hibáin belül vannak a DUMMY értékek. A Dummy lényege,hogy ez egy mesterséges vagy álváltozó, melynek értéke 0 vagy 1 lehet.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az adatok forrásai szerint a sajtóból, hatóságoktól, piackutató cégek belső források.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az adatok önmagukban nem hordoznak jelentést.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
az adatok tisztítása az információtartalmukból való leválasztását jelenti,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az adat olyan adat vagy ismeret, amely viselkedésünket befolyásolni képes.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
az adatszabványok nem szabályozzák az adat megjelenítési formáját,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az adatszabványok olyan szabályszerűségek amelyek teljesülését elvárjuk egy adattól.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az adattisztítás a jogosulatlanul tárolt adatok törlését jelenti,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az adattisztítás egyfajta adattranszformációt is jelent.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az adattisztítás nem jelenthet adattranszformációt.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
Az adattisztítás során az inkonzisztencia eltávolításra kerül a nyers adatokból.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az adattisztítás során az inkonzisztencia nem kerül eltávolításra a nyers adatokból.,VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az adattranszformáció során az adatokat olyan közös alakra hozzák, amely lehetővé teszi a döntéstámogató rendszerek lényegi feldolgozó algoritmusainak minél hatékonyabb futtatását.",VIR (igaz/hamis),2,igaz,hamis,,,,1 0
Az aktív döntéstámogató rendszerek döntési vagy megoldási javaslatokat is generálnak.,VIR (igaz/hamis),2,igaz,hamis,,,,1 0
"Az alábbi felsorolás a szervezetek kialakítását befolyásoló környezetei tényezők: Sokféleség, Vertikalitás, Összetettség.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
"Az alábbi felsorolás a szervezetek kialakítását befolyásoló tagi jellemzők? - Tartósság, Újdonságtartalom.",VIR (igaz/hamis),2,igaz,hamis,,,,0 1
